Unnamed: 0,bollinger_buy,bollinger_lower,bollinger_sell,bollinger_upper,macd_buy,macd_ema_diff,macd_signal_line,market_cap,price,rolling_mean,rolling_mean_buy,rolling_mean_sell,rsi,rsi_buy,rsi_sell,snapped_at,total_volume
0.0,False,,False,,True,0.0,135.3,1500517590.0,135.3,,False,False,,False,False,2013-04-28,0.0
1.0,False,,False,,True,0.1494230769230569,139.0,1575032004.0,141.96,,False,False,,False,False,2013-04-29,0.0
2.0,False,,False,,True,-0.01613154297331221,137.48360655737704,1501657493.0,135.3,,False,False,,False,False,2013-04-30,0.0
3.0,False,,False,,True,-0.7517482163077034,130.54471544715446,1298951550.0,117.0,,False,False,,False,False,2013-05-01,0.0
4.0,False,,False,,True,-1.6756266515929497,122.47870061875295,1148667722.0,103.43,,False,False,,False,False,2013-05-02,0.0
5.0,False,,False,,True,-2.730593145693604,113.94893312516264,1011066494.0,91.01,,False,False,,False,False,2013-05-03,0.0
6.0,False,,False,,True,-2.443213812270301,113.26590515216793,1236351844.0,111.25,,False,False,,False,False,2013-05-04,0.0
7.0,False,,False,,True,-1.9477521760072989,114.11281141472028,1298377788.0,116.79,,False,False,,False,False,2013-05-05,0.0
8.0,False,,False,,True,-1.498613423445633,115.08700289950035,1315992304.0,118.33,,False,False,,False,False,2013-05-06,0.0
9.0,False,,False,,True,-1.7727097928435,113.14060997018605,1183766500.0,106.4,,False,False,,False,False,2013-05-07,0.0
10.0,False,,False,,True,-1.6134758140216119,113.03107936916271,1253655040.0,112.64,,False,False,,False,False,2013-05-08,0.0
11.0,False,,False,,True,-1.4550072736171695,113.02440482408495,1258130700.0,113.0,,False,False,,False,False,2013-05-09,0.0
12.0,False,,False,,True,-0.9916798216591616,114.2424887301862,1322989457.0,118.78,,False,False,,False,False,2013-05-10,0.0
13.0,False,,False,,True,-0.9664003069642462,113.98465116825199,1259239352.0,113.01,,False,False,,False,False,2013-05-11,0.0
14.0,False,,False,,True,-0.8339466305312158,114.1356331404916,1278708679.0,114.713,,False,False,41.18050260039584,False,False,2013-05-12,0.0
15.0,False,,False,,True,-0.5733370617540743,114.76214114499085,1306721052.0,117.18,,False,False,38.988624244578745,False,False,2013-05-13,0.0
16.0,False,,False,,True,-0.5333214681210876,114.70850514054449,1277278988.0,114.5,,False,False,40.418278975492896,False,False,2013-05-14,0.0
17.0,False,,False,,True,-0.5178179749638474,114.5959769854054,1273849681.0,114.156,,False,False,48.43018634637465,False,False,2013-05-15,0.0
18.0,False,,False,,True,-0.4133890618725076,114.77942535799612,1289277412.0,115.5,,False,False,57.70183006202302,False,False,2013-05-16,0.0
19.0,False,,False,,True,0.16748878332073502,116.4629500040769,1374605382.0,123.1,116.66745,False,True,71.81865158149529,False,True,2013-05-17,0.0
20.0,False,,False,,True,0.6658876417542956,117.9601694149084,1383755085.0,123.88,116.09645,False,True,61.67757683346278,False,False,2013-05-18,0.0
21.0,False,,False,,True,0.8171683016888949,118.47211300891024,1346499262.0,120.501,115.0235,False,True,53.57397384286458,False,False,2013-05-19,0.0
22.0,False,,False,,True,1.0660489876247965,119.29856894187496,1370131821.0,122.58,114.3875,False,True,54.05101418331554,False,False,2013-05-20,0.0
23.0,False,,False,,True,1.2687653121939064,120.02227274809799,1374154118.0,122.9,114.6825,False,True,70.1978161876316,False,True,2013-05-21,0.0
24.0,False,,False,,True,1.4184369107139645,120.62007663771972,1375791900.0,123.0,115.66100000000002,False,True,64.92537313432837,False,False,2013-05-22,0.0
25.0,False,,False,,True,1.7112807012926794,121.64877034613724,1407041528.0,125.74799999999999,117.3979,False,True,67.18337197390414,False,False,2013-05-23,0.0
26.0,False,,False,,True,2.3413408478598114,123.66388853372288,1474180657.0,131.7,118.4204,False,True,67.3348360435786,False,False,2013-05-24,0.0
27.0,False,,False,,True,2.7388290794445567,125.08786519842869,1464316690.0,130.77,119.1194,False,True,77.38543144390309,False,True,2013-05-25,0.0
28.0,False,,False,,True,3.29320318190193,126.99324058434307,1507769010.0,134.6,119.9329,False,True,78.77753017104162,False,True,2013-05-26,0.0
29.0,False,98.755508038221,False,141.11202529511237,True,3.27994230230847,127.39208621444945,1445444606.0,128.985,121.06215,False,True,65.6560833930135,False,False,2013-05-27,0.0
30.0,False,99.05202768502312,False,140.40743898164357,True,3.2457720676666355,127.74982325716654,1448115967.0,129.179,121.8891,False,True,70.84197075110045,False,True,2013-05-28,0.0
31.0,False,99.90414335419952,False,138.89998997913384,True,3.398749776272325,128.62655322277521,1481781795.0,132.13,122.84560000000002,False,True,73.76130294537576,False,True,2013-05-29,0.0
32.0,False,100.32796935871296,False,137.9495639746204,True,3.1288680499838217,128.38128712236045,1429308634.0,127.40100000000001,123.27665,False,True,64.44050768073389,False,False,2013-05-30,0.0
33.0,False,100.44059700527934,False,138.56893632805398,True,2.924874265990127,128.300988981894,1436386730.0,127.98,124.02514999999998,False,True,57.13742467676831,False,False,2013-05-31,0.0
34.0,False,101.99037484409617,False,138.72982515590388,True,2.8147085035048605,128.45885522367078,1449499974.0,129.09,124.744,False,True,57.54722447560554,False,False,2013-06-01,0.0
35.0,False,106.72283428044884,False,136.0166990528845,True,2.1103157436522366,127.02661939183595,1362684200.0,121.3,124.95,True,False,51.02627995992496,False,False,2013-06-02,0.0
36.0,False,107.55931878615152,False,135.8408812138485,True,1.5243689509369034,125.85299082207199,1361765704.0,121.16,125.28299999999999,True,False,48.08045852708986,False,False,2013-06-03,0.0
37.0,False,107.83062244850125,False,135.8708442181655,True,1.059643901754086,124.94400386845345,1364113640.0,121.309,125.64065,True,False,47.83931336067575,False,False,2013-06-05,0.0
38.0,False,108.00632355651828,False,135.9207431101484,True,0.7146038651479785,124.29789574163642,1369233814.0,121.714,125.95135,True,False,48.267873498195144,False,False,2013-06-06,0.0
39.0,False,109.66052230678743,False,135.10654435987922,True,0.2290101072063919,123.23817573235875,1339234925.0,119.0,125.74635,True,False,40.90271786022432,False,False,2013-06-07,0.0
40.0,False,109.27562730949418,False,135.3214393571725,True,-0.8365790723684938,120.60826092537596,1239395972.0,110.09,125.05685,True,False,23.01852869200417,True,False,2013-06-08,0.0
41.0,True,108.57271915378573,False,135.717747512881,True,-1.791031499134661,118.16660102684841,1220874393.0,108.40100000000001,124.45185,True,False,22.590368827349554,True,False,2013-06-09,0.0
42.0,True,105.69423074539957,False,137.32754925460043,True,-3.1846172131392905,114.48297012655041,1123844958.0,99.7497,123.31033499999998,True,False,11.808978593486644,True,False,2013-06-10,0.0
43.0,False,104.74813193527098,False,137.805648064729,True,-3.7570699720839973,112.78428361594965,1194605341.0,105.99,122.46483499999997,True,False,25.14140051371193,True,False,2013-06-11,0.0
